ctrl,variable,block_path,pin,direction,note
H12,ai_HpOTHeatExOutNearSideTemp5,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp5_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_149,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp6_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp6,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp6_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_65,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp6_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_153,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp6,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_153,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp6_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_153,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp7_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp7,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp7_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_69,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp7_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp7,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp7_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_157,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp8_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp8,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp8_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_73,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp8_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp8,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp8_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_161,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp9_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp9,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp9_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_77,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp9_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp9,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp9_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_165,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutFarSideTemp10_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutFarSideTemp10,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutFarSideTemp10_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_81,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
H12,HpOTHeatExOutNearSideTemp10_AI,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,IN,I,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> STATUS_SPLIT_2.IN"
H12,ai_HpOTHeatExOutNearSideTemp10,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,OUT,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside -> MOVE_1.DEST"
H12,HpOTHeatExOutNearSideTemp10_DS,HardwireInputs_1/HW_ISC_HEATEX/AI_INT_169,DEVICE_STATUS,O,"inferred 2026-09-24: same macro AI_INT, same version V01.00.05C, same naming pair as AI_INT_153 whose IN/OUT/DEVICE_STATUS were confirmed on the tool sheet; not opened in the tool; inside <- SELECT_1"
# --- 2oo3_Basic voters (HP steam terminal attemperator outlet pressure): 2oo3_Basic_3 seen on the tool sheet 2026-09-24; _1/_2 share the inputs per Where-Used
H11,ai_HpStmTermAttOutPressA,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,INA,I,"tool logic sheet 2026-09-24: block face of 2oo3_Basic_3; inside -> HI_LO_MON_1.IN (HS <- HI_LIMIT, HYST <- HYST; LH -> OR_1 -> VOTE_1.IN1)"
H11,ai_HpStmTermAttOutPressA.BQ,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,BQA,I,tool logic sheet 2026-09-24: block face of 2oo3_Basic_3; bad-quality field; inside -> OR_1.IN3
H11,ai_HpStmTermAttOutPressB,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,INB,I,tool cross-reference 2026-09-24: Where-Used of the variable lists 2oo3_Basic_1/2/3.INB; inside -> HI_LO_MON_2.IN
H11,ai_HpStmTermAttOutPressB.BQ,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,BQB,I,tool cross-reference 2026-09-24: Where-Used of the .BQ field lists 2oo3_Basic_1/2/3.BQB; inside -> OR_2.IN3
H11,ai_HpStmTermAttOutPressC,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,INC,I,tool logic sheet 2026-09-24: block face of 2oo3_Basic_3; inside -> HI_LO_MON_3.IN
H11,ai_HpStmTermAttOutPressC.BQ,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,BQC,I,tool logic sheet 2026-09-24: block face of 2oo3_Basic_3; bad-quality field; inside -> OR_3.IN3
H11,k_PRO_HpStmTermAttOutPress_HH_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,HI_LIMIT,I,tool logic sheet 2026-09-24: block face of 2oo3_Basic_3; inside -> HI_LO_MON_1/2/3.HS
H11,k_HpStmTermAttOutPress_HYST,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,HYST,I,tool cross-reference 2026-09-24: Where-Used of the constant lists 2oo3_Basic_1/2/3.HYST -> HI_LO_MON_1/2/3.HYST
H11,PRO_HpStmTermAttOutPress2Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,OUT,O,"tool cross-reference 2026-09-24: Where-Used of the variable lists 2oo3_Basic_3.OUT <- VOTE_1.OUT (M=2); readers EGD FAST Exchange5 Point_289, FNCTN_HrsgGtRunbk.ON_OFF_DELAY_28.IN"
H11,ai_HpStmTermAttOutPressB,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,INB,I,"tool cross-reference 2026-09-24: Where-Used of the variable lists 2oo3_Basic_1/2/3.INB; inside -> HI_LO_MON_2.IN; HI_LIMIT/OUT of this instance not seen (HHH_SP/4H_SP -> 3Hi/4Hi, assignment unknown)"
H11,ai_HpStmTermAttOutPressB.BQ,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,BQB,I,tool cross-reference 2026-09-24: Where-Used of the .BQ field lists 2oo3_Basic_1/2/3.BQB; inside -> OR_2.IN3
H11,k_HpStmTermAttOutPress_HYST,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,HYST,I,tool cross-reference 2026-09-24: Where-Used of the constant lists 2oo3_Basic_1/2/3.HYST
H11,ai_HpStmTermAttOutPressB,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,INB,I,"tool cross-reference 2026-09-24: Where-Used of the variable lists 2oo3_Basic_1/2/3.INB; inside -> HI_LO_MON_2.IN; HI_LIMIT/OUT of this instance not seen (HHH_SP/4H_SP -> 3Hi/4Hi, assignment unknown)"
H11,ai_HpStmTermAttOutPressB.BQ,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,BQB,I,tool cross-reference 2026-09-24: Where-Used of the .BQ field lists 2oo3_Basic_1/2/3.BQB; inside -> OR_2.IN3
H11,k_HpStmTermAttOutPress_HYST,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,HYST,I,tool cross-reference 2026-09-24: Where-Used of the constant lists 2oo3_Basic_1/2/3.HYST
H12,k_PRO_HpStmTermAttOutPress_HH_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,HI_LIMIT,I,"mirrored from H11 2026-09-24 (same program, same task, same three voters and constants), not opened in the tool"
H12,PRO_HpStmTermAttOutPress2Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_3,OUT,O,"mirrored from H11 2026-09-24 (same program, same task; variable has no other writer), not opened in the tool"
# --- NooM_Basic set-points (HP once-through heat exchanger outlet temperature): Where-Used of the two k_PRO_..._SP constants 2026-09-24
H11,k_PRO_HpOTHeatExOutTemp_HH_SP,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_1,HI_LIMIT,I,tool cross-reference 2026-09-24: Where-Used of k_PRO_HpOTHeatExOutTemp_HH_SP (470) lists NooM_Basic_1.HI_LIMIT -> HI_LO_MON_1..20.HS; same constant feeds the 20 ISC alarm sub-pins .HH_SP
H11,k_PRO_HpOTHeatExOutTemp_H_SP,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_2,HI_LIMIT,I,tool cross-reference 2026-09-24: Where-Used of k_PRO_HpOTHeatExOutTemp_H_SP (450) lists NooM_Basic_2.HI_LIMIT -> HI_LO_MON_1..20.HS; same constant feeds the 20 ISC alarm sub-pins .H_SP
H12,k_PRO_HpOTHeatExOutTemp_HH_SP,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_1,HI_LIMIT,I,"mirrored from H11 2026-09-24 (same library instance, HH_SP -> voter _1 = 2Hi), not opened in the tool"
H12,k_PRO_HpOTHeatExOutTemp_H_SP,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_2,HI_LIMIT,I,"mirrored from H11 2026-09-24 (same library instance, H_SP -> voter _2 = Hi), not opened in the tool"
# --- 2026-09-24 photos: NooM HYST1, HP steam terminal attemperator HHH/4H set-points, condenser hotwell level set C10MAG10 -> 2oo3_Basic_3, peer I/O health writer
H11,k_HpOTHeatExOutTemp_HYST1,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_1,HYST,I,tool cross-reference 2026-09-24: Where-Used of k_HpOTHeatExOutTemp_HYST1 (1) lists NooM_Basic_1.HYST -> HI_LO_MON_1..20.HYST
H12,k_HpOTHeatExOutTemp_HYST1,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_1,HYST,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; HYST1 -> both voters' HYST"
H11,k_HpOTHeatExOutTemp_HYST1,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_2,HYST,I,tool cross-reference 2026-09-24: Where-Used of k_HpOTHeatExOutTemp_HYST1 (1) lists NooM_Basic_2.HYST -> HI_LO_MON_1..20.HYST
H12,k_HpOTHeatExOutTemp_HYST1,HRSG_Protection_1/FNCTN_HpOTHeatExOutTemp/NooM_Basic_2,HYST,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; HYST1 -> both voters' HYST"
H11,k_PRO_HpStmTermAttOutPress_HHH_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,HI_LIMIT,I,tool cross-reference 2026-09-24: Where-Used of k_PRO_HpStmTermAttOutPress_HHH_SP (20600) lists 2oo3_Basic_2.HI_LIMIT -> HI_LO_MON_1..3.HS
H11,PRO_HpStmTermAttOutPress3Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,OUT,O,"inferred 2026-09-24: HHH_SP confirmed on 2oo3_Basic_2.HI_LIMIT, the HHH level's output is PRO_..3Hi (no other writer); VOTE_1.OUT -> OUT"
H11,k_PRO_HpStmTermAttOutPress_4H_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,HI_LIMIT,I,"inferred by elimination 2026-09-24: HH_SP -> _3 and HHH_SP -> _2 confirmed in the tool, 4H_SP (20800) is the only set-point left for _1"
H11,PRO_HpStmTermAttOutPress4Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,OUT,O,"inferred by elimination 2026-09-24: 4H_SP -> _1, the 4H level's output is PRO_..4Hi (no other writer); VOTE_1.OUT -> OUT"
H12,k_PRO_HpStmTermAttOutPress_HHH_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,HI_LIMIT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; Where-Used of k_PRO_HpStmTermAttOutPress_HHH_SP (20600) lists 2oo3_Basic_2.HI_LIMIT -> HI_LO_MON_1..3.HS"
H12,PRO_HpStmTermAttOutPress3Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_2,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; HHH_SP confirmed on 2oo3_Basic_2.HI_LIMIT, the HHH level's output is PRO_..3Hi (no other writer); VOTE_1.OUT -> OUT"
H12,k_PRO_HpStmTermAttOutPress_4H_SP,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,HI_LIMIT,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; HH_SP -> _3 and HHH_SP -> _2 confirmed in the tool, 4H_SP (20800) is the only set-point left for _1"
H12,PRO_HpStmTermAttOutPress4Hi,HRSG_Protection_1/FNCTN_HpStmTermAttOutPress/2oo3_Basic_1,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; 4H_SP -> _1, the 4H level's output is PRO_..4Hi (no other writer); VOTE_1.OUT -> OUT"
H11,CondHotWellLvlA_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INA,I,tool cross-reference 2026-09-24: Where-Used of CondHotWellLvlA_C10MAG10 lists 2oo3_Basic_3.INA -> HI_LO_MON_1.IN (transmitter set C10MAG10 -> voter _3)
H11,CondHotWellLvlB_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INB,I,inferred 2026-09-24: INA confirmed on set C10MAG10; the 2oo3 macro takes the A/B/C of one transmitter set
H11,CondHotWellLvlC_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INC,I,inferred 2026-09-24: INA confirmed on set C10MAG10; the 2oo3 macro takes the A/B/C of one transmitter set
H11,CondHotWellLvlA_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQA,I,inferred 2026-09-24: bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3
H11,CondHotWellLvlB_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQB,I,inferred 2026-09-24: bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3
H11,CondHotWellLvlC_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQC,I,inferred 2026-09-24: bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3
H12,CondHotWellLvlA_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; Where-Used of CondHotWellLvlA_C10MAG10 lists 2oo3_Basic_3.INA -> HI_LO_MON_1.IN (transmitter set C10MAG10 -> voter _3)"
H12,CondHotWellLvlB_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; INA confirmed on set C10MAG10; the 2oo3 macro takes the A/B/C of one transmitter set"
H12,CondHotWellLvlC_C10MAG10,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,INC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; INA confirmed on set C10MAG10; the 2oo3 macro takes the A/B/C of one transmitter set"
H12,CondHotWellLvlA_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQA,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3"
H12,CondHotWellLvlB_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQB,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3"
H12,CondHotWellLvlC_C10MAG10_BQ,HRSG_Protection_1/FNCTN_CondHotWellLvl/2oo3_Basic_3,BQC,I,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; bad-quality of the same set C10MAG10 (INA confirmed); OR_n.IN3"
H11,CondHotWellLvlA_C10MAG10,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_67,OUT,O,"tool cross-reference 2026-09-24: Where-Used of CondHotWellLvlA_C10MAG10 lists AnalogPeerIOHealth_67.OUT (<- STATUS_COMBINE_1.OUT, STATUS_SPLIT_1.IN) as its writer"
H12,CondHotWellLvlA_C10MAG10,ControlPeerToPeer_HRSG_H_BOP_Interface_1/Software_Peer_Inputs_BOP/AnalogPeerIOHealth_67,OUT,O,"mirrored from H11 2026-09-24 (same library instance), not opened in the tool; AnalogPeerIOHealth_67.OUT writes the peer input"
